compound_s,positive_s,negative_s,neutral_s
0.09006309523809526,0.19827380952380957,0.15695238095238095,0.6447499999999999
0.12898481012658228,0.10945569620253165,0.06510126582278482,0.8254556962025317
0.0036789473684210577,0.03870175438596491,0.048596491228070186,0.9126666666666665
0.30463500000000004,0.33755,0.01815,0.6443
