compound_s,positive_s,negative_s,neutral_s
0.0993780487804878,0.18704878048780482,0.16017073170731708,0.6527317073170731
0.13232424242424243,0.11242424242424243,0.03057575757575758,0.857
0.07706521739130434,0.06804347826086957,0.020217391304347826,0.9116956521739131
0.06698333333333333,0.09566666666666666,0.0,0.9043333333333333
