compound_s,positive_s,negative_s,neutral_s
-0.0630111111111111,0.11377777777777778,0.18899999999999997,0.6972222222222223
0.00044444444444443867,0.05277777777777778,0.044000000000000004,0.9032222222222221
0.01201111111111112,0.041,0.08744444444444445,0.8715555555555556
0.3824,0.3303333333333333,0.07033333333333333,0.5993333333333334
